gen1_ID,MID,collect_date,hatch_date,wing_date,death_date,pop,sex,S-wing,viable,notes
1489,329,8.27.21,9.9.21,,,PK,,,,
1490,329,8.27.21,9.9.21,,,PK,,,,
1491,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1492,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1493,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1494,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1495,9,8.27.21,9.9.21,,,PK,,,Y,
1496,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1497,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1498,9,8.27.21,,,,PK,,,N,
1499,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1500,9,8.27.21,,,,PK,,,N,
1501,9,8.27.21,,,,PK,,,N,
1502,9,8.27.21,,,,PK,,,N,
1503,9,8.27.21,,,,PK,,,N,
1504,9,8.27.21,,,,PK,,,N,
1505,9,8.27.21,,,,PK,,,N,
1506,9,8.27.21,,,,PK,,,N,
1507,9,8.27.21,,,,PK,,,N,
1508,9,8.27.21,,,,PK,,,N,
1509,9,8.27.21,,,,PK,,,N,
1510,9,8.27.21,,,,PK,,,N,
1511,329,8.31.21,9.9.21,,,PK,,,Y,
1512,329,8.31.21,,,9.9.21,PK,,,Y,
1513,329,8.31.21,9.9.21,,,PK,,,Y,
1514,329,8.31.21,9.9.21,,,PK,,,Y,
1515,329,8.31.21,9.9.21,,,PK,,,Y,
1516,329,8.31.21,9.9.21,,,PK,,,Y,escaped
1517,329,8.31.21,9.9.21,,,PK,,,Y,
1518,329,8.31.21,9.9.21,,,PK,,,Y,
1519,329,8.31.21,,,9.21.21,PK,,,Y,
1520,329,8.31.21,9.10.21,,,PK,,,Y,
1521,329,8.31.21,9.9.21,,,PK,,,Y,
1522,329,8.31.21,9.10.21,,,PK,,,Y,
1523,329,8.31.21,9.9.21,,,PK,,,Y,
1524,329,8.31.21,9.9.21,,,PK,,,Y,
1525,329,8.31.21,,,,PK,,,N,
1526,329,8.31.21,9.9.21,,,PK,,,Y,
1527,329,8.31.21,9.9.21,,,PK,,,Y,
1528,329,8.31.21,9.9.21,,,PK,,,Y,
1529,329,8.31.21,9.9.21,,,PK,,,Y,
1530,329,8.31.21,9.9.21,,,PK,,,Y,
1531,329,8.31.21,9.9.21,,,PK,,,Y,
1532,329,8.31.21,9.9.21,,,PK,,,Y,
1533,329,8.31.21,,,,PK,,,,escaped
1534,329,8.31.21,9.9.21,,,PK,,,Y,
1535,329,8.31.21,9.9.21,,,PK,,,Y,
1536,329,8.31.21,9.9.21,,,PK,,,Y,
1537,329,8.31.21,9.10.21,,,PK,,,Y,
1538,329,8.31.21,9.10.21,,,PK,,,Y,
1539,329,8.31.21,,,,PK,,,,escaped
1540,329,8.31.21,,,,PK,,,,escaped
1541,114,9.8.21,9.8.21,,9.21.21,KL,,,Y,
1542,114,9.8.21,9.8.21,,,KL,,,Y,
1543,114,9.8.21,9.8.21,,9.21.21,KL,,,Y,
1544,114,9.8.21,9.8.21,,,KL,,,Y,
1545,114,9.8.21,9.8.21,,9.23.21,KL,,,Y,
1546,329,9.8.21,9.8.21,,,PK,,,Y,
1547,329,9.8.21,9.8.21,,,PK,,,Y,
1548,329,9.8.21,9.8.21,,,PK,,,Y,
1549,329,9.8.21,9.8.21,,,PK,,,Y,
1550,329,9.8.21,9.8.21,,,PK,,,Y,
1551,329,9.8.21,9.8.21,,,PK,,,Y,
1552,329,9.8.21,9.8.21,,,PK,,,Y,
1553,329,9.8.21,9.8.21,,,PK,,,Y,
1554,329,9.8.21,9.8.21,,,PK,,,Y,
1555,329,9.8.21,9.8.21,,,PK,,,Y,
1556,329,9.8.21,9.8.21,,9.22.21,PK,,,Y,
1557,16,9.8.21,9.8.21,,,KL,,,Y,
1558,16,9.8.21,9.8.21,,,KL,,,Y,
1559,16,9.8.21,9.8.21,,9.11.21,KL,,,Y,
1560,16,9.8.21,9.8.21,,,KL,,,Y,
1561,16,9.8.21,9.8.21,,9.21.21,KL,,,Y,
1562,16,9.8.21,9.8.21,,9.22.21,KL,,,Y,
1563,16,9.8.21,9.8.21,,,KL,,,Y,
1564,16,9.8.21,9.8.21,,,KL,,,Y,
1565,16,9.8.21,9.8.21,,,KL,,,Y,
1566,16,9.8.21,9.8.21,,,KL,,,Y,
1567,16,9.8.21,9.8.21,,9.11.21,KL,,,Y,
1568,16,9.8.21,9.8.21,,,KL,,,Y,
1569,16,9.8.21,9.8.21,,9.21.21,KL,,,Y,
1570,114,9.10.21,9.10.21,,,KL,,,Y,
1571,114,9.10.21,9.10.21,,9.21.21,KL,,,Y,
1572,114,9.10.21,,,,KL,,,N,
1573,114,9.10.21,,,,KL,,,N,
1574,114,9.10.21,,,,KL,,,N,
1575,114,9.10.21,,,,KL,,,N,
1576,114,9.10.21,,,,KL,,,N,
1577,114,9.10.21,,,,KL,,,N,
1578,114,9.10.21,,,,KL,,,N,
1579,114,9.10.21,,,,KL,,,N,
1580,114,9.10.21,,,,KL,,,N,
1581,114,9.10.21,,,,KL,,,N,
1582,114,9.10.21,,,,KL,,,N,
1583,114,9.10.21,,,,KL,,,N,
1584,329,9.10.21,9.10.21,,,PK,,,Y,
1585,329,9.10.21,9.10.21,,,PK,,,Y,
1586,329,9.10.21,9.10.21,,,PK,,,Y,
1587,329,9.10.21,9.10.21,,,PK,,,Y,
1588,329,9.10.21,9.10.21,,,PK,,,Y,
1589,329,9.10.21,9.10.21,,,PK,,,Y,
1590,329,9.10.21,9.10.21,,,PK,,,Y,
1591,329,9.10.21,9.10.21,,,PK,,,Y,
1592,329,9.10.21,9.10.21,,,PK,,,Y,
1593,329,9.10.21,9.10.21,,,PK,,,Y,
1594,329,9.10.21,9.10.21,,,PK,,,Y,
1595,329,9.10.21,9.10.21,,,PK,,,Y,
1596,329,9.10.21,9.10.21,,,PK,,,Y,
1597,329,9.10.21,9.10.21,,9.22.21,PK,,,Y,
1598,329,9.10.21,9.10.21,,,PK,,,Y,
1599,329,9.10.21,9.10.21,,,PK,,,Y,
1600,329,9.10.21,9.10.21,,,PK,,,Y,
1601,329,9.10.21,9.10.21,,,PK,,,Y,
1602,329,9.10.21,9.10.21,,,PK,,,Y,
1603,329,9.10.21,9.10.21,,,PK,,,Y,
1604,329,9.10.21,9.15.21,,,PK,,,Y,
1605,329,9.10.21,9.15.21,,,PK,,,Y,
1606,329,9.10.21,9.12.21,,,PK,,,Y,
1607,329,9.10.21,9.15.21,,,PK,,,Y,
1608,329,9.10.21,9.15.21,,9.21.21,PK,,,Y,
1609,329,9.10.21,9.15.21,,,PK,,,Y,
1610,329,9.10.21,,,,PK,,,N,
1611,329,9.10.21,9.15.21,,,PK,,,Y,
1612,329,9.10.21,9.12.21,,,PK,,,Y,
1613,329,9.10.21,9.12.21,,,PK,,,Y,
1614,329,9.10.21,,,9.15.21,PK,,,Y,
1615,329,9.10.21,9.12.21,,,PK,,,Y,
1616,329,9.10.21,9.12.21,,,PK,,,Y,
1617,329,9.10.21,9.15.21,,,PK,,,Y,
1618,329,9.10.21,9.15.21,,,PK,,,Y,
1619,329,9.10.21,,,9.15.21,PK,,,,
1620,329,9.10.21,9.12.21,,,PK,,,Y,
1621,329,9.10.21,,,,PK,,,N,
1622,329,9.10.21,9.12.21,,,PK,,,Y,
1623,329,9.10.21,9.15.21,,,PK,,,Y,
1624,329,9.10.21,9.15.21,,,PK,,,Y,
1625,329,9.10.21,9.15.21,,,PK,,,Y,
1626,329,9.10.21,9.15.21,,,PK,,,Y,
1627,329,9.10.21,9.15.21,,,PK,,,Y,
1628,329,9.10.21,9.15.21,,,PK,,,Y,
1629,329,9.10.21,9.15.21,,,PK,,,Y,escaped
1630,329,9.10.21,,,,PK,,,N,
1631,329,9.10.21,,,,PK,,,N,
1632,329,9.10.21,9.15.21,,,PK,,,Y,
1633,329,9.10.21,9.12.21,,,PK,,,Y,
1634,329,9.10.21,9.15.21,,,PK,,,Y,
1635,329,9.10.21,,,,PK,,,,escaped
1636,329,9.10.21,,,,PK,,,,escaped
1637,329,9.10.21,9.15.21,,,PK,,,Y,
1638,329,9.10.21,9.12.21,,,PK,,,Y,
1639,329,9.10.21,,,9.21.21,PK,,,,
1640,329,9.10.21,9.15.21,,,PK,,,Y,
1641,329,9.10.21,9.12.21,,,PK,,,Y,
1642,329,9.10.21,,,9.21.21,PK,,,,
1643,329,9.10.21,9.15.21,,,PK,,,Y,escaped
1644,329,9.10.21,,,,PK,,,,
1645,329,9.10.21,9.15.21,,,PK,,,Y,
1646,329,9.10.21,9.12.21,,,PK,,,Y,
1647,329,9.10.21,9.12.21,,,PK,,,Y,
1648,329,9.10.21,9.15.21,,,PK,,,Y,
1649,329,9.10.21,9.15.21,,,PK,,,Y,
1650,329,9.10.21,9.12.21,,,PK,,,Y,
1651,329,9.10.21,9.15.21,,,PK,,,Y,
1652,329,9.10.21,9.15.21,,,PK,,,Y,
1653,329,9.10.21,,,9.21.21,PK,,,Y,
1654,329,9.10.21,9.15.21,,,PK,,,Y,
1655,329,9.10.21,,,,PK,,,,
1656,329,9.10.21,,,,PK,,,,
1657,329,9.10.21,9.15.21,,,PK,,,Y,
1658,329,9.10.21,9.15.21,,,PK,,,Y,
1659,329,9.10.21,,,9.21.21,PK,,,Y,
1660,329,9.10.21,9.21.21,,,PK,,,Y,
1661,329,9.10.21,9.15.21,,9.23.21,PK,,,Y,
1662,329,9.10.21,9.15.21,,,PK,,,Y,
1663,329,9.10.21,9.12.21,,,PK,,,Y,
1664,329,9.10.21,9.16.21,,,PK,,,,
1665,329,9.10.21,9.15.21,,,PK,,,,
1666,329,9.10.21,,,9.21.21,PK,,,Y,
1667,329,9.10.21,9.16.21,,,PK,,,,
1668,329,9.10.21,9.15.21,,,PK,,,,
1669,329,9.10.21,,,9.21.21,PK,,,Y,
1670,329,9.10.21,9.15.21,,,PK,,,,
1671,16,9.10.21,,,,KL,,,,
1672,16,9.10.21,,,,KL,,,,
1673,329,9.10.21,9.12.21,,,PK,,,Y,
1674,329,9.10.21,9.12.21,,,PK,,,Y,
1675,329,9.10.21,9.12.21,,,PK,,,Y,
1676,329,9.10.21,9.12.21,,,PK,,,Y,
1677,329,9.10.21,9.12.21,,,PK,,,Y,
1678,329,9.10.21,9.12.21,,,PK,,,Y,
1679,329,9.10.21,9.12.21,,,PK,,,Y,
1680,329,9.10.21,9.12.21,,,PK,,,Y,
1681,329,9.10.21,9.12.21,,,PK,,,Y,
1682,329,9.10.21,9.12.21,,,PK,,,Y,
1683,329,9.10.21,9.12.21,,,PK,,,Y,
1684,16,9.10.21,9.12.21,,,KL,,,Y,
1685,16,9.10.21,9.12.21,,,KL,,,Y,
1686,16,9.10.21,9.12.21,,,KL,,,Y,
1687,16,9.10.21,9.12.21,,,KL,,,Y,
1688,16,9.10.21,9.12.21,,,KL,,,Y,
1689,16,9.10.21,9.12.21,,,KL,,,Y,
1690,329,9.10.21,,,,PK,,,N,
1691,329,9.10.21,,,,PK,,,N,
1692,329,9.10.21,,,,PK,,,N,
1693,329,9.10.21,,,,PK,,,N,
1694,329,9.10.21,9.15.21,,,PK,,,Y,
1695,329,9.10.21,9.15.21,,,PK,,,Y,escaped
1696,329,9.10.21,,,9.21.21,PK,,,Y,
1697,329,9.10.21,,,9.21.21,PK,,,Y,
1698,329,9.10.21,9.16.21,,,PK,,,Y,
1699,329,9.10.21,,,,PK,,,N,
1700,329,9.10.21,,,9.21.21,PK,,,Y,
1701,329,9.10.21,9.16.21,,,PK,,,Y,
1702,329,9.10.21,,,,PK,,,N,
1703,329,9.10.21,,,,PK,,,N,
1704,329,9.10.21,,,,PK,,,N,
1705,329,9.10.21,,,,PK,,,N,
1706,329,9.10.21,9.15.21,,,PK,,,Y,
1707,329,9.10.21,,,,PK,,,N,
1708,329,9.10.21,9.15.21,,,PK,,,Y,
1709,329,9.10.21,9.16.21,,,PK,,,Y,
1710,329,9.10.21,9.21.21,,,PK,,,Y,
1711,329,9.10.21,9.21.21,,,PK,,,Y,
1712,329,9.10.21,9.21.21,,,PK,,,Y,
1713,329,9.10.21,9.21.21,,,PK,,,Y,
1714,329,9.10.21,9.21.21,,,PK,,,Y,
1715,329,9.10.21,9.21.21,,,PK,,,Y,
1716,329,9.10.21,9.15.21,,,PK,,,Y,
1717,329,9.10.21,,,,PK,,,N,
1718,329,9.10.21,,,9.15.21,PK,,,,
1719,329,9.10.21,,,,PK,,,N,
1720,329,9.10.21,,,,PK,,,N,
1721,329,9.10.21,,,,PK,,,N,
1722,329,9.10.21,,,,PK,,,N,
1723,329,9.10.21,,,,PK,,,N,
1724,318,9.22.21,?,,,PK,,,,
1725,318,9.22.21,?,,,PK,,,,
1726,318,9.22.21,?,,,PK,,,,
1727,318,9.22.21,?,,,PK,,,,
1728,318,9.22.21,?,,,PK,,,,
1729,318,9.22.21,?,,,PK,,,,
1730,318,9.22.21,?,,,PK,,,,
1731,318,9.22.21,?,,,PK,,,,
1732,318,9.22.21,?,,,PK,,,,
1733,318,9.22.21,?,,,PK,,,,
1734,318,9.22.21,?,,,PK,,,,
1735,318,9.22.21,?,,,PK,,,,
1736,318,9.22.21,?,,,PK,,,,
1737,318,9.22.21,?,,,PK,,,,
1738,318,9.22.21,?,,,PK,,,,
1739,318,9.22.21,?,,,PK,,,,
1740,318,9.22.21,?,,,PK,,,,
1741,318,9.22.21,?,,,PK,,,,
1742,318,9.22.21,?,,,PK,,,,
1743,318,9.22.21,?,,,PK,,,,
1744,318,9.22.21,?,,,PK,,,,
1745,318,9.22.21,?,,,PK,,,,
1746,318,9.22.21,?,,,PK,,,,
1747,318,9.22.21,?,,,PK,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
